article_link,headline,classes
https://www.huffingtonpost.com/entry/barcelona-ref...,elect modi remain forev,0
https://entertainment.theonion.com/nuclear-bomb-de...,thank god blame modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,jaitley upset worri nervou old age catch cant get sleep bjp senior leader come help modi elect bjp illiter bark foolishli smriti piyush jaitley rest abandon modi larg degre,1
https://www.huffingtonpost.com/entry/barcelona-ref...,make happen bring congress glori back modi still know hit,0
https://entertainment.theonion.com/nuclear-bomb-de...,open view news desk prime minist shri narendra modi condol loss live due bu accid palghar district maharashtra bu accid,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi regim undermin institut subvert separ power use execut power arbitrarili sectarian corrupt purpos,2
https://entertainment.theonion.com/nuclear-bomb-de...,govern first time legitimis fund anonym corpor donat polit parti form elector bond,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,think dumb modi oppos aadhar form implement itther massiv chang system way utilis pleas take bogu rhetor dynasti chamcha sir,2
https://www.huffingtonpost.com/entry/barcelona-ref...,respect increas multifoldsthank endors narendra bhai modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi regim tri subvert structur union concentr central power,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi banaga pleas dont creat chenal trp,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,regim shamelessli subvert india system use sedit law student journalist activist question becom pervas,0
https://www.huffingtonpost.com/entry/barcelona-ref...,speech goosebump terrif modi cannot match even one percent leader voic imagin look straight speiberg film jai,1
https://entertainment.theonion.com/nuclear-bomb-de...,rather initi lure rahul gandhi promis pushedparticip modi make india program would got public popular affect peopl,1
https://entertainment.theonion.com/nuclear-bomb-de...,sinc peopl like abdulla kept black money wealth hidden somewher india escap narendra bhai modi lash demonet cant use cant bring hawala sinc modi seal porou channel smuggl,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,movi shameless propaganda narendra modi trailer review quint via,2
https://www.huffingtonpost.com/entry/barcelona-ref...,gujarati thug fool peopl say bjp leader expel fire burn insid modi camp,0
https://entertainment.theonion.com/nuclear-bomb-de...,congress say directli bank congress never help singl poor farmer past year even use bank account open modi poor farmer jan dhan yojna good luck pappu,2
https://entertainment.theonion.com/nuclear-bomb-de...,bjp plan elect yogi adityanath modi would age stop pretend modi man whole india capabl insult india,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,also clear beij play mediat role want see clash therefor make gener elect ration handl relat china file photo vcg,1
https://www.huffingtonpost.com/entry/barcelona-ref...,ahahnn bjp said hindu khatr hai mani chowkidar said india invad modi lose dont fear terrorist dont talk terror talk job farm distress,1
https://entertainment.theonion.com/nuclear-bomb-de...,shame shame modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,also sardesai care comment,0
https://www.huffingtonpost.com/entry/barcelona-ref...,india deserv modi thank everyth,1
https://entertainment.theonion.com/nuclear-bomb-de...,muslim ladi may take notic respect effort modi govern favour,0
https://entertainment.theonion.com/nuclear-bomb-de...,believ modi effect famili like ur includ brother start templ templ ghat ghat least learn aarti pooja one chai wala chaukidaar famili religion ignor year,2
https://www.huffingtonpost.com/entry/barcelona-ref...,pakistan great pleas set exampl modi beg,1
https://entertainment.theonion.com/nuclear-bomb-de...,reason indian cant china japan korea deserv pappu modi,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,ani swarajya ask rafal employ hate crime modi satisfi an that fair enough,2
https://www.huffingtonpost.com/entry/barcelona-ref...,mirav modi mallayaetc steal run steal run million dollar salari cant ran faster ball bowl,0
https://entertainment.theonion.com/nuclear-bomb-de...,ridicul statement mani level india never never defin modi modishah combin actual shine exampl india,1
https://entertainment.theonion.com/nuclear-bomb-de...,question start send money like modi lakh like year congress govt big question poor list rahul know realiti peopl cant meet sever request email haha big jock,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,soldier pension resolv modi gave crore outstand rahul father year lie tri peddl eith crore provis pless high light rahul fek news correctli,1
https://www.huffingtonpost.com/entry/barcelona-ref...,chutiy tum awwal darj bhosdik hate modi fuckin chutiy congress gave loan businessmen much lower collater businessmen default sale collater fetch much lower valu loan amount samjha chutiy,2
https://entertainment.theonion.com/nuclear-bomb-de...,parvez block whatsapp affect psych badli turn whatsapp spi couldv becom terorrsit also sinc peac love becam spi arrest proof minor arent safe facist modi pray parvez,1
https://entertainment.theonion.com/nuclear-bomb-de...,hope muslim girl indiaacross globe minimum rais voic rapekillingstorturekidnap saleof even minor hindu girl indiarec land western modi trumpissu warn peopl awar rape tourist,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,dont know fulfil promis modi wont know anyth india first tell promis,1
https://www.huffingtonpost.com/entry/barcelona-ref...,fair question modi promot tshirt actor cant,2
https://entertainment.theonion.com/nuclear-bomb-de...,chandralu sir know defeat inevit want convey lost kcrmodi jagan,1
https://entertainment.theonion.com/nuclear-bomb-de...,sir pleas tag entir modi cabinet minist ask conduct poll twitter,0
https://www.huffingtonpost.com/entry/barcelona-ref...,stop fear bullshit even tucha type stand comedian make fun modi shah stop rhetor,1
https://entertainment.theonion.com/nuclear-bomb-de...,thug gujrat releas bjp leader leader refer modi thug gujrath new name call thug gujrat,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi close compani one find exist,0
https://entertainment.theonion.com/nuclear-bomb-de...,congress dont enough money even buy rafal congress give freebi lakh india health educ budget combin also congress modi chor loot countri,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,level bhakti show one polici decis modi work nation show one singl promis modi fulfil,2
https://www.huffingtonpost.com/entry/barcelona-ref...,join bjp modi well got defens system strengthen rafal pay tax save hindu rashtra beef join congress rahul show path young leader countri need bjp takinggiven credit today,1
https://entertainment.theonion.com/nuclear-bomb-de...,read manifesto mention lakh rupe offici document video lakh prove case send youtub link video modi promis lakh,0
https://entertainment.theonion.com/nuclear-bomb-de...,narendra modi empow indian provid highqual health care afford safe adequ hous access clean water clean air clean surround requir maintain healthi life adequ health insur,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,nah want gandhi destroy cant happen modi clean judiciari bureaucraci hope,0
https://www.huffingtonpost.com/entry/barcelona-ref...,speak relationship narendra modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi even didnt bother tell demo beforehandwho kiddingy lot answer countryth worst ever india historywho took everi possibl step break backbon economi,2
https://entertainment.theonion.com/nuclear-bomb-de...,bodi abl prove modi made promis give lakh side give lakh gift,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,live fear despit troll spread rumour fake news day tufail modi dictat media propaganda site mention power dont shut dont want use brain tweet instead blabber nonsens day,2
https://www.huffingtonpost.com/entry/barcelona-ref...,mrthapar modi place tihad saal loot rahi congress,0
https://entertainment.theonion.com/nuclear-bomb-de...,whenev show proof debunk tulsi tie far right hindu nationalist critic say proof modi asset apologist sound like neoliber tri dismiss point say russian asset,1
https://entertainment.theonion.com/nuclear-bomb-de...,lawless landmark modi regim,0
https://www.huffingtonpost.com/entry/barcelona-ref...,congress hit bjp hard bjp noth yr arrog question anti nation wtf govern bloodi hell right taken away rti gut lokpal joke govern modi total dictatorship power slip lie rhetor come,2
https://entertainment.theonion.com/nuclear-bomb-de...,commit bjp leader expel reward truth teller anybodi speak modi amit shah suffer reflect hitler rule bjp,0
https://entertainment.theonion.com/nuclear-bomb-de...,midnight mood choos bjp modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,paltri year modi promis bcz doableunlik month promis duhand intend fullfil promis put strain middl class tax,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,everyon know educ person need year give everi voter home want give modi year complet servic toward nation develop welfar,0
https://www.huffingtonpost.com/entry/barcelona-ref...,ohhh chowkidari modi protect self,0
https://entertainment.theonion.com/nuclear-bomb-de...,omg tri modi done countri,0
https://entertainment.theonion.com/nuclear-bomb-de...,wast time movi narendra modi doesnt make movi supremo sonia insteadwais bhi hardli know abt earlier life,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,poetri like prose style sitebig bjp win get credit,1
https://www.huffingtonpost.com/entry/barcelona-ref...,modi fobia simpli made insan nincompoop posit realis action multipli nomo popular,2
https://entertainment.theonion.com/nuclear-bomb-de...,narendra modi madam bangalor south sit mla given ticket forc anoth byepol situat karnataka,0
https://entertainment.theonion.com/nuclear-bomb-de...,feel modi game nyay taken narr,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,like modi elect butu got,0
https://www.huffingtonpost.com/entry/barcelona-ref...,thrown samajwadi parti two day interview gujarat chief minist narendra modi person ask modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,yess right money come follow locker well made fals promis nationa expect dont worri modi go fulfil coupl week cup tea wait watch,2
https://entertainment.theonion.com/nuclear-bomb-de...,next toilet roll broom mop air india board pass modi photo kick row airlin withdraw,2
https://www.huffingtonpost.com/entry/barcelona-ref...,today receiv courier kerala,0
https://entertainment.theonion.com/nuclear-bomb-de...,basi univers basic incom make sens wonder money come modi govern surprisingli manag fiscal disciplin right plan freebi disast,1
https://entertainment.theonion.com/nuclear-bomb-de...,mental asylumcongress creat vijay mallya nirav modisonia get commiss rafaleso son becom shameless,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi appoint lost complet faith modi bjp day,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,stop movi good modi movi releas elect also good modiji anyway go good modi modi dont need movi winh winner alreadi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,listen truth gujrat riot,0
https://entertainment.theonion.com/nuclear-bomb-de...,yeah muslim good everyon accept dont take uturn pleas tell modi promis asham modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,cud modi waiv lakh crore croni capitalist k crore less amount need implement nyay scheme possibl feasibl minor chang tax ratea small increas wealth tax help lot,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,democraci india parliamentari dictatorship modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,think dream game changer award given ashwin,2
https://entertainment.theonion.com/nuclear-bomb-de...,let region parti modi bjp rss,0
https://entertainment.theonion.com/nuclear-bomb-de...,alert goa delhi mumbai behalf narendra modi via,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,rahul gandhi bulli modi rafal issu join dot,0
https://www.huffingtonpost.com/entry/barcelona-ref...,modi set lead india world power jugal,0
https://entertainment.theonion.com/nuclear-bomb-de...,ye modi fulfil basic requir poormost poor lose home debt high rate interest due ill daughter marriag livelihooddefinit welfar scheme honbl prime minist given strong path poor,1
https://entertainment.theonion.com/nuclear-bomb-de...,sibal hot handley accept boss match assidu modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,ask question modi announc per year,0
https://www.huffingtonpost.com/entry/barcelona-ref...,herajiv kumari confirm shovel modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,dont support guy kind violenc anybodi agar apko lagta hai speak muslim aap galat hai qki main har cheez bolti mujh galat lage chahe hindu kare musalman kare modi rahul idc,1
https://entertainment.theonion.com/nuclear-bomb-de...,peopl seem inclin give modi nd term also kind modi fatigu set,1
https://www.huffingtonpost.com/entry/barcelona-ref...,let scheme rest peac never form govt never becom alway namo modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,kamlesh sorri came congress support indian choic birth henc view accordibg logic clearli see modi fail leader henc congress best option sorri,2
https://entertainment.theonion.com/nuclear-bomb-de...,heard seem mahatma modi find answer year,0
https://www.huffingtonpost.com/entry/barcelona-ref...,victori congress never get modi period,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi alreadi launch campaign flop come th campaign chase line rahul gandhi surgic strike poverti,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,sure seem poor cinemat effort think modi may find embarrass,2
https://www.huffingtonpost.com/entry/barcelona-ref...,chang say revers like modi tweet rahul see result,0
https://entertainment.theonion.com/nuclear-bomb-de...,peopl india well known mrmodi drama realis imag come elect,0
https://entertainment.theonion.com/nuclear-bomb-de...,tweet year crore famili approx crore peopl math crore divid crore crore crore per head crore peopl conclus,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,old man modi promis lakh rajiv kumar shovel modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,repli mad cant sane arent talk anyth modi groom elect even name,2
https://entertainment.theonion.com/nuclear-bomb-de...,neither explan boil articl phenomenon boil occurr singl event need look variou thing person benefit mani usto spend time document phenomenon that narendra modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,hope listen voic minor commun pakistan dear modi pleas help famili wish move give shelter diversifi multicultur land,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,someon pleas throw egg modi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,chorkidar like other threaten wont pay tax congress come power due univers basic incom listen modi bhakt congress win tax tumhara baap bhi dega,1
https://entertainment.theonion.com/nuclear-bomb-de...,tell modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,job except repli make money expect list fulfil promis modi show great modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,india milawat gatbandhan may want new indian public want modi back,1
https://www.huffingtonpost.com/entry/barcelona-ref...,famili belong weakest categori would given annual minimum incom parti come power scheme fiscal possibl scheme like modi lakh promis,0
https://entertainment.theonion.com/nuclear-bomb-de...,announc modi chill review,0
https://entertainment.theonion.com/nuclear-bomb-de...,abus wont stop work serv narendra modi ji sabka saath sabka vika,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,st march embarrass hardik patel crowd chant modi modi address holi event day formal join congress hardik patel today reach jamnagar address holi event,0
https://www.huffingtonpost.com/entry/barcelona-ref...,differ led implement like mnrega rti rte etc unlik jumlapersonifi modi true,1
https://entertainment.theonion.com/nuclear-bomb-de...,caus rss member critic narendra modi mean done anyth peopl countri,2
https://entertainment.theonion.com/nuclear-bomb-de...,govt mock laugh written pappu made modi run money,1
https://www.huffingtonpost.com/entry/barcelona-ref...,bam bam modi inde wonder step air india nation interestdesh liy,1
https://entertainment.theonion.com/nuclear-bomb-de...,sir modi start campaign,0
https://entertainment.theonion.com/nuclear-bomb-de...,thing chang modi govern rcb perform,0
https://entertainment.theonion.com/nuclear-bomb-de...,ask modi freed charg level real question ask sonia rahul chiddu uncl continu anticipatori bail accus scam true real question answer,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,let bjp announc per annum competit raga increas let bjp increas like tempt raga take l modi promis like bid leav let enjoy comedi beauti democraci,1
https://www.huffingtonpost.com/entry/barcelona-ref...,modi afraid time bjp go repeat success reason seat noth respect loksabha neither question report card apeal vote next year face valu,2
https://entertainment.theonion.com/nuclear-bomb-de...,financ minist call minimum incom scheme bluff announc say modi support poor,2
https://entertainment.theonion.com/nuclear-bomb-de...,aapki garibi raj mein khatm hui congress parti like rich seen like bhagora congress seen,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,tomorrow modi say india much gold everyon get gram stupid peopl ask gold,2
https://www.huffingtonpost.com/entry/barcelona-ref...,sir maximum indian thought abt honbl prime minist modi also everyon agre everi issu view vari,0
https://entertainment.theonion.com/nuclear-bomb-de...,scheme poor offer work made possibl modi hard work term upa cud plunder nation wherea dad gave bofor scam reign win bharat ratna soon wife cud award,2
https://entertainment.theonion.com/nuclear-bomb-de...,case reserv surplu use defenc object use next year opp parti allow use creat nuisanc ofcours one stop modi that differ stori,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,pappu lunat see popular modi increas day day dream india water pappu pour mad offer aim india mislead poor peopl india govt india cant withstand huge non product expenditur,2
https://www.huffingtonpost.com/entry/barcelona-ref...,angri modi kcr govt farmer file nomin nizamabad,2
https://entertainment.theonion.com/nuclear-bomb-de...,who land give think except modi world dignitari rais question issu,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi got figur lakh data show much socal black money recov year power modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,chowkidar arent tell promis modi fulfil year,0
https://entertainment.theonion.com/nuclear-bomb-de...,bjp releas list star campaign uttar pradesh modi amit shah top list,1
https://entertainment.theonion.com/nuclear-bomb-de...,cancel bullet train modi luxuri expens yr cr travel luxuri life fair chowkidar need import shoot import french miner water desi wont total save alon huge amount help poor,1
https://entertainment.theonion.com/nuclear-bomb-de...,editor live fear fear cannot like retweet tweet dont blame everyon famili feed new rule establish critic bjp fine critic modi allow telegraph wire hindu caravan except,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,good analysi modi rule remain congress class math,1
https://www.huffingtonpost.com/entry/barcelona-ref...,whether nyay scheme econom geniu lead final assault poverti master jumla par best let futur decid undeni present long time somebodi modi set narr,1
https://entertainment.theonion.com/nuclear-bomb-de...,dear sir saw delet latest msg pakistani provok indian muslim keep gun defam modi sir know today condit also know solut modi kindli request pleas support modi sir spread awar never,1
https://entertainment.theonion.com/nuclear-bomb-de...,mull best known sister umer abdullah well wife satish pilot congress parti mix differ religion till use defam modi hindu that congress parti play tustikaran card right begin,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,three result pray god sumalatha win deve gowda defeat modi mattom,1
https://www.huffingtonpost.com/entry/barcelona-ref...,true south indian like modi support socialist parti workplac mani south indian worker tell stori even one ask everyon appreci done,1
https://entertainment.theonion.com/nuclear-bomb-de...,excel piec india feudal busi founder shadowi role prime minist modi anonym elector bond perpetu power,1
https://entertainment.theonion.com/nuclear-bomb-de...,grudg clown crown least still make peopl laugh like rioteer modi burn ppl aliv fill live tear,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,see sinc govern attack democraci insidi way,0
https://www.huffingtonpost.com/entry/barcelona-ref...,lol yeah modi never said,1
https://entertainment.theonion.com/nuclear-bomb-de...,guy modi spoon,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi unabl gener employ past five year think better settl latter one,2
https://www.huffingtonpost.com/entry/barcelona-ref...,unwritten rule seem anyth goe modi bjp common folk come shrug blatant display,2
https://entertainment.theonion.com/nuclear-bomb-de...,ice cake varanasi lok sabha seat aap give congress congress give bsp bsp candid join bjp shit scare stand agnst modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,campaign modi start governor member niti ayog uneduc educationist like forget digniti posit,0
https://entertainment.theonion.com/nuclear-bomb-de...,asaduddin owaisi loan given jet airway chairman naresh goyal narendra modi govern,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi thug understand zero see exploit avail free land plant million tree elsewher,1
https://www.huffingtonpost.com/entry/barcelona-ref...,least get real ground inform channel modimodi jap,2
https://entertainment.theonion.com/nuclear-bomb-de...,prove jnu den terrorist modi govern terrorist would attack kalashnikov suppli isi sponsor pappu nab control situat bring,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi call blood terrorist make countri peopl cri made soldier famili lose fatherbrotherhusband son make sob whole life touch wood someon kill close one take reveng sit talk,1
https://entertainment.theonion.com/nuclear-bomb-de...,agre sadhavi modi may strength parliament weakest,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,wait day modi put sort plan enquir soil son genasu kelok yaru kari alla evaranna shame spi sumalatha madam win god,1
https://www.huffingtonpost.com/entry/barcelona-ref...,make sure everyon say louder abki baar phir modi sarkar,1
https://entertainment.theonion.com/nuclear-bomb-de...,asaduddin owaisi hit modi promot namo merchandis part campaign,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi shah liter thrown wipe trace bjp core founder elect follow atal advani joshi wipe even murmur dissent old cadr indic whole new aggress ye boss cultur,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,ye modi great person whole univers,1
https://www.huffingtonpost.com/entry/barcelona-ref...,insult modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,name modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,word could credibl protest modi social hypocrit,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,abdul wahe aulad ais bhi kabhi tweet kiya karodnt mad abt modi alon alway rip,2
https://www.huffingtonpost.com/entry/barcelona-ref...,stay abroad specul democraci danger render laugh stockyour phd might earn titl ingrain sens younarendra modi pride india proud indian word say took decad,1
https://entertainment.theonion.com/nuclear-bomb-de...,advertis benefit given dead death rakunda aapevadu leader modi failur someon famili die jump crore money,2
https://entertainment.theonion.com/nuclear-bomb-de...,rahul gandhi liar modi credibl peopl lost trust use imag get vote,1
https://www.huffingtonpost.com/entry/barcelona-ref...,arrog common caus fall modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,ye mean choos prime minist end proxi war pakistan dont talk ever everyon know choic achiev modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,fact modi welcom rg rs per month incom transfer poorest famili help make ujjwala scheme success present poor famili dont enough money refil ga ujwala got,1
https://entertainment.theonion.com/nuclear-bomb-de...,rahan allow say anyth controversi matter upar waalamatch refere sab dekh raha hai,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi prove complet ignoram visavi pakistan ruin india postion sold india interest song,1
https://www.huffingtonpost.com/entry/barcelona-ref...,swami opinion doesnt show modi bjp,1
https://entertainment.theonion.com/nuclear-bomb-de...,ashwin came rahul gandhi modi butler,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi promis rs annual farmer budget bhakt great move modiji dil jeet liya yaarthi empow farmer rahul promis minimum incom guarante rs month everi poor famili india bhakt sala mufatkhor bana sabko luta desh paisa,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,allow complet thisy modi inde futur best india,1
https://www.huffingtonpost.com/entry/barcelona-ref...,hello modi sir big support bjp one big problem societi face last year live supertec ecoc sector noida last two year bite around children old dog lover run ngo societi,0
https://entertainment.theonion.com/nuclear-bomb-de...,abolish excel idea modi govt next time sure gst one step direct,1
https://entertainment.theonion.com/nuclear-bomb-de...,inspir modi sirour india chokidar bill gate sir,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,bank account open modi shamelessli said go give money bank peopl famili made poor poorer talk welfar scheme clown cant think origin idea,2
https://www.huffingtonpost.com/entry/barcelona-ref...,bjp bluff lac crore employ counter call bluff congress congress call surgic strike jumla king modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,hme inko nhi bnana good social worker,1
https://entertainment.theonion.com/nuclear-bomb-de...,pro modi last realli funni interest chat must watch,1
https://www.huffingtonpost.com/entry/barcelona-ref...,critic rg account dole poor rememb dear exact thing scheme budget either critic neither els choos stupid fine,2
https://entertainment.theonion.com/nuclear-bomb-de...,govern bjp notoriu loot statu worth caror paid modi sir ambani,1
https://entertainment.theonion.com/nuclear-bomb-de...,read news asaduddin owaisi attack modi pulwama terror attack,0
https://entertainment.theonion.com/nuclear-bomb-de...,ashwin lead mahagathbandhan modi elect,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,vote congress peopl hater modi paid tax get relief slab lpg subsidiari love modi hate posit mind chang otherwis time dustbin,2
https://www.huffingtonpost.com/entry/barcelona-ref...,chowkidar elect time thana modi sir act elect time,0
https://entertainment.theonion.com/nuclear-bomb-de...,stage attack modi govern ultim idea cover ineffici wast govern year sorri work game sanghi move bit far far run hide,1
https://entertainment.theonion.com/nuclear-bomb-de...,say modi work,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,growth figur also fudg india face sever slowdown unemploy due mess economi modi,2
https://www.huffingtonpost.com/entry/barcelona-ref...,joshi told ram lal weekend would make announc keen contest kanpur sit said huge insult modi shah use deliv messag convey,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi best india declar unesco,1
https://www.huffingtonpost.com/entry/barcelona-ref...,congress move biopic seek stall releas,0
https://entertainment.theonion.com/nuclear-bomb-de...,exactli teach lesson assembl time know emot modi imp,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi polici promot skill india rahul futur polici promot kill india,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,idea much spend extravag kingli lifestyl much loot adani ambani mallya nirav modi mehul bhai lalit modi etc much spread lie blunder self boast tour picnic etc,1
https://www.huffingtonpost.com/entry/barcelona-ref...,bullshit trade war kuch bhi rupe devalu pretti fuck bad way wors previou year know fact exchang usd modi came power also came power know well,2
https://entertainment.theonion.com/nuclear-bomb-de...,love visual pictur indian sanskruti bless bless,1
https://entertainment.theonion.com/nuclear-bomb-de...,pay lakh everi familymak,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,movi modi market elect stop releas movi elect get,0
https://www.huffingtonpost.com/entry/barcelona-ref...,modi dictat master stroke,0
https://entertainment.theonion.com/nuclear-bomb-de...,buy porsch right buddi isra work evm enough saidmodi sadli go outliv,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi alreadi launch campaign flop come th campaign chase line rahul gandhi surgic strike poverti timelin campaign war,0
https://www.huffingtonpost.com/entry/barcelona-ref...,mu watch modi bhaktspleas watch share,0
https://entertainment.theonion.com/nuclear-bomb-de...,someon lost modi wave valu say,0
https://entertainment.theonion.com/nuclear-bomb-de...,sell predict tell modi year,0
https://entertainment.theonion.com/nuclear-bomb-de...,spirit game like modi give front page elect day,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,ashutosh muglikar modi reason world rank concern jai hind video credit india charcha,0
https://www.huffingtonpost.com/entry/barcelona-ref...,kisk baap diwaliwhich articl constitut allow polit parti distribut money develop countrycongress could take decis orop year happen modi came powercongress purchas vote,0
https://entertainment.theonion.com/nuclear-bomb-de...,air india withdraw board pass modi pic furor,0
https://entertainment.theonion.com/nuclear-bomb-de...,old pattern use know like ghar ghat modi govt chang tri everi bit save govt,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,support modi faimli vote namo,0
https://www.huffingtonpost.com/entry/barcelona-ref...,that croni capitalist get bail financi mess ask prime minist modi get govern bank arrang loan,1
https://entertainment.theonion.com/nuclear-bomb-de...,congress problem releas modi biopic ironi ahead elect movi call firaaq releas gujarat riot show shadi face gujarat administr chief guest none rahul baba special screen,2
https://entertainment.theonion.com/nuclear-bomb-de...,journalist shame tagg papa modi also,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,bank account open modi jan dhan account congress abl even provid bank account half popul till,1
https://www.huffingtonpost.com/entry/barcelona-ref...,modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,pleas reword dear respect shri sir modi saheb rao get knee start lick,1
https://entertainment.theonion.com/nuclear-bomb-de...,aur sed nugget modi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,editor face last year messag convey owner direct critic prime minist narendra modi avoid,1
https://entertainment.theonion.com/nuclear-bomb-de...,want open chaay tapri inspir modi dream big live big,1
https://entertainment.theonion.com/nuclear-bomb-de...,let modi say peopl,0
https://entertainment.theonion.com/nuclear-bomb-de...,replac trump face modi elect india,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,hypocrit tell learn,0
https://www.huffingtonpost.com/entry/barcelona-ref...,modi shah sleep tonight rahul gandhi googlymodi clean bold modi promis rs month arnab shock,1
https://entertainment.theonion.com/nuclear-bomb-de...,instead promot campaign prime minist narendra modi urg peopl cast vote bring posit impact nation futur leader busi pull modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,anoth reason need,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,someth privat news channel work bjp thing bad democraci show modi artifici progress pepol,2
https://www.huffingtonpost.com/entry/barcelona-ref...,see modi done nation your also respos guess wont stop next open eye,0
https://entertainment.theonion.com/nuclear-bomb-de...,elect tracker live modi alreadi given poor rahul gandhi promis say arun jaitley news tim cook,2
https://entertainment.theonion.com/nuclear-bomb-de...,understand restless dont wri arvind kejriw keep beg allianc even happen modi still becom rd may,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,sir one doubt elect commiss modi elect commiss,0
https://www.huffingtonpost.com/entry/barcelona-ref...,tri manag least vote modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,anthey nandi mohan garumodi he stronghel caus oppon weaki strongli feel modi malle vasthadu meerannattu kooda vipakshalu budhi thechukokapoyinamodi marakapoyinaoohinchadanikey kashtam,1
https://entertainment.theonion.com/nuclear-bomb-de...,north littl tight bjp south easi brahmin major constitu modi wave sympathi wave go difficult stop,2
